timestamp,ALFOST Final Discharge,ALFOST Rotations Biofilter 1,ALFOST Rotations Biofilter 3,ALFOST Rotations Biofilter 2,ALFOST Balance Tank Level
1/10/2023 10:00,18.96225158,234,204,182,99.853125
1/10/2023 11:00,24.90999,234,204,182,100.796875
1/10/2023 12:00,22.75532183,241,225,205,100.790625
1/10/2023 13:00,24.2742485,241,225,205,100.7416667
1/10/2023 14:00,24.20133325,270,236,222,100.74375
1/10/2023 15:00,12.1169796,270,236,222,100.425
1/10/2023 16:00,17.08109063,270,236,222,99.9
1/10/2023 17:00,23.386378,379,366,369,99.94375
1/10/2023 18:00,22.05135057,379,366,369,100.125
1/10/2023 19:00,26.58558208,379,366,369,100.2975
1/10/2023 20:00,20.86215433,344,282,321,99.7625
1/10/2023 21:00,22.3482835,344,282,321,99.609375
1/10/2023 22:00,22.62266818,208,196,191,99.675
1/10/2023 23:00,14.817196,208,196,191,98.625
1/11/2023 0:00,4.961596667,280,189,237,98.909375
1/11/2023 1:00,2.041169916,280,189,237,98.225
1/11/2023 2:00,9.394800753,280,189,237,98.896875
1/11/2023 3:00,23.16265317,280,189,237,98.396875
1/11/2023 4:00,27.81753183,592,382,551,98.4
1/11/2023 5:00,26.34604442,592,382,551,97.853125
1/11/2023 6:00,22.92545858,592,382,551,98.5625
1/11/2023 7:00,22.75766467,592,382,551,98.55625
1/11/2023 8:00,21.04868908,503,405,502,99.528125
1/11/2023 9:00,20.26477442,503,405,502,99.596875
1/11/2023 10:00,21.23698125,233,195,203,99.085
1/11/2023 11:00,21.96555042,233,195,203,98.384375
1/11/2023 12:00,21.10227767,249,180,251,98.403125
1/11/2023 13:00,22.01240383,249,180,251,98.74375
1/11/2023 14:00,19.06181479,248,177,214,98.66875
1/11/2023 15:00,21.35206475,248,177,214,98.215625
1/11/2023 16:00,21.11018442,248,177,214,98.7125
1/11/2023 17:00,21.94885917,381,281,335,98.6
1/11/2023 18:00,20.89934408,381,281,335,98.925
1/11/2023 19:00,20.42173308,381,281,335,98.8
1/11/2023 20:00,18.28199975,383,280,352,98.45416667
1/11/2023 21:00,22.29410958,383,280,352,98.45
1/11/2023 22:00,21.5101945,257,185,217,98.35625
1/11/2023 23:00,21.85983767,257,185,217,98.271875
1/12/2023 0:00,21.7058075,306,256,273,99.7
1/12/2023 1:00,21.92455408,306,256,273,100.6
1/12/2023 2:00,21.07153042,306,256,273,99.609375
1/12/2023 3:00,22.157356,306,256,273,98.53125
1/12/2023 4:00,21.28969117,466,483,464,98.8
1/12/2023 5:00,21.79687867,466,483,464,98.403125
1/12/2023 6:00,21.03639042,466,483,464,98.8
1/12/2023 7:00,19.9271375,466,483,464,99.315625
1/12/2023 8:00,21.21414042,535,449,498,99.62916667
1/12/2023 9:00,21.97872783,535,449,498,99.10833333
1/12/2023 10:00,21.32483117,303,258,268,98.6625
1/12/2023 11:00,22.03905167,303,258,268,97.940625
1/12/2023 12:00,20.80651617,250,267,265,99.05
1/12/2023 13:00,19.84543717,250,267,265,98.33125
1/12/2023 14:00,20.91457175,219,236,224,98.703125
1/12/2023 15:00,21.75881008,219,236,224,98.45
1/12/2023 16:00,20.78631058,219,236,224,98.690625
1/12/2023 17:00,21.68735858,379,293,346,98.465625
1/12/2023 18:00,18.571612,379,293,346,98.89375
1/12/2023 19:00,22.20772342,379,293,346,99.015625
1/12/2023 20:00,21.5705185,383,253,369,98.975
1/12/2023 21:00,22.39103733,383,253,369,98.5625
1/12/2023 22:00,21.30199058,250,203,224,98.234375
1/12/2023 23:00,22.2662905,250,203,224,98.096875
1/13/2023 0:00,18.47702683,238,180,249,97.775
1/13/2023 1:00,22.239057,238,180,249,98.028125
1/13/2023 2:00,21.06157383,238,180,249,97.26666667
1/13/2023 3:00,21.5649545,238,180,249,97.31875
1/13/2023 4:00,20.8726965,459,361,416,98.0875
1/13/2023 5:00,19.53942625,459,361,416,96.940625
1/13/2023 6:00,18.45037967,459,361,416,86.909375
1/13/2023 7:00,17.143171,459,361,416,76.3125
1/13/2023 8:00,20.18336658,392,282,375,75.246875
1/13/2023 9:00,17.71302467,392,282,375,84.53125
1/13/2023 10:00,20.64018692,214,145,193,84.609375
1/13/2023 11:00,15.814293,214,145,193,86.83125
1/13/2023 12:00,20.75527033,194,170,175,79.796875
1/13/2023 13:00,17.598527,194,170,175,78.596875
1/13/2023 14:00,19.664466,204,168,196,69.746875
1/13/2023 15:00,16.46145508,204,168,196,64.9625
1/13/2023 16:00,20.4454525,204,168,196,51.13125
1/13/2023 17:00,17.13702167,304,237,305,48.375
1/13/2023 18:00,20.02670083,304,237,305,44.98125
1/13/2023 19:00,18.83516217,304,237,305,44.415625
1/13/2023 20:00,20.67532692,363,264,340,39.1499995
1/13/2023 21:00,17.98506692,363,264,340,35.743748
1/13/2023 22:00,19.29168933,260,213,248,20.48437375
1/13/2023 23:00,18.5537495,260,213,248,4.546873
1/14/2023 0:00,15.64708542,234,242,223,2.429164667
1/14/2023 1:00,12.98200942,234,242,223,2.437498
1/14/2023 2:00,14.42509183,234,242,223,2.449998
1/14/2023 3:00,18.964887,234,242,223,13.0343735
1/14/2023 4:00,19.36255508,343,343,355,86.70416667
1/14/2023 5:00,20.50724042,343,343,355,100.84375
1/14/2023 6:00,22.75473658,343,343,355,100.80625
1/14/2023 7:00,20.83492075,343,343,355,100.875
1/14/2023 8:00,21.45748486,490,475,427,100.8666667
1/14/2023 9:00,19.70634113,490,475,427,100.7375
1/14/2023 10:00,16.921789,223,240,203,100.853125
1/14/2023 11:00,2.317604582,223,240,203,100.8166667
1/14/2023 12:00,10.49409708,276,288,263,100.8625
1/14/2023 13:00,2.033849082,276,288,263,100.4958333
1/14/2023 14:00,2.064010832,278,241,266,100.2991071
1/14/2023 15:00,1.801046583,278,241,266,100.2421875
1/14/2023 16:00,-0.064009002,278,241,266,99.52916667
1/14/2023 17:00,16.37682618,406,371,408,100.215625
1/14/2023 18:00,13.46137742,406,371,408,99.975
1/14/2023 19:00,24.36121983,406,371,408,99.846875
1/14/2023 20:00,24.71057025,418,377,399,100.015625
1/14/2023 21:00,15.82893467,418,377,399,99.953125
1/14/2023 22:00,10.28208594,257,233,264,99.6875
1/14/2023 23:00,3.091855942,257,233,264,98.69375
1/15/2023 0:00,21.06420917,281,248,270,98.74375
1/15/2023 1:00,25.68101983,281,248,270,98.925
1/15/2023 2:00,26.43975133,281,248,270,98.86875
1/15/2023 3:00,25.08071175,281,248,270,98.06875
1/15/2023 4:00,22.56468733,497,428,473,98.24375
1/15/2023 5:00,22.920773,497,428,473,98.6375
1/15/2023 6:00,21.80654183,497,428,473,98.51875
1/15/2023 7:00,22.65048758,497,428,473,97.85625
1/15/2023 8:00,19.5265415,506,450,434,99.4
1/15/2023 9:00,22.77699158,506,450,434,99.315625
1/15/2023 10:00,22.04168725,237,229,230,98.9625
1/15/2023 11:00,22.53042617,237,229,230,98.246875
1/15/2023 12:00,21.69585092,259,221,206,99.61875
1/15/2023 13:00,20.81178729,259,221,206,99.025
1/15/2023 14:00,21.36641367,235,242,241,98.390625
1/15/2023 15:00,22.68152792,235,242,241,98.640625
1/15/2023 16:00,21.30462575,235,242,241,98.79375
1/15/2023 17:00,22.52486208,422,359,391,99.378125
1/15/2023 18:00,20.96786725,422,359,391,98
1/15/2023 19:00,18.69782337,422,359,391,98.5875
1/15/2023 20:00,20.33886133,507,416,410,98.5625
1/15/2023 21:00,22.64316675,507,416,410,98.03125
1/15/2023 22:00,21.78399375,356,294,305,98.565625
1/15/2023 23:00,21.96437917,356,294,305,98.909375
1/16/2023 0:00,20.764641,405,291,308,98.184375
1/16/2023 1:00,20.89378042,405,291,308,97.5625
1/16/2023 2:00,21.704343,405,291,308,98.3
1/16/2023 3:00,21.0003715,405,291,308,99.0875
1/16/2023 4:00,19.63928225,797,573,634,97.690625
1/16/2023 5:00,22.98402483,797,573,634,96.70625
1/16/2023 6:00,20.03490025,797,573,634,98.1
1/16/2023 7:00,22.24198525,797,573,634,97.846875
1/16/2023 8:00,22.19864575,779,659,623,99.08125
1/16/2023 9:00,22.90291008,779,659,623,98.79375
1/16/2023 10:00,21.98780592,393,286,290,98.575
1/16/2023 11:00,22.84287933,393,286,290,98.94375
1/16/2023 12:00,20.05774129,327,248,264,98.6625
1/16/2023 13:00,22.30992242,327,248,264,98.15416667
1/16/2023 14:00,20.96142517,315,212,247,98.628125
1/16/2023 15:00,20.11132992,315,212,247,98.540625
1/16/2023 16:00,21.61239333,315,212,247,99.03125
1/16/2023 17:00,20.86303267,486,375,393,98.421875
1/16/2023 18:00,21.20389083,486,375,393,98.98125
1/16/2023 19:00,21.25396575,486,375,393,98.44375
1/16/2023 20:00,21.39716083,524,403,422,98.375
1/16/2023 21:00,22.20772383,524,403,422,98.290625
1/16/2023 22:00,20.5581935,351,277,312,98.4125
1/16/2023 23:00,18.93091883,351,277,312,94.925
1/17/2023 0:00,19.15522883,279,237,250,86.33125
1/17/2023 1:00,17.54435267,279,237,250,67.540625
1/17/2023 2:00,21.04898192,279,237,250,39.9031245
1/17/2023 3:00,18.15403158,279,237,250,13.58437325
1/17/2023 4:00,14.9144165,580,476,511,0.041664667
1/17/2023 5:00,12.43587504,580,476,511,0.049998
1/17/2023 6:00,14.85028592,580,476,511,0.056248
1/17/2023 7:00,15.38177833,580,476,511,-0.009377
1/17/2023 8:00,17.6289815,372,275,302,0.999998055
1/17/2023 9:00,17.37070233,372,275,302,2.06562305
1/17/2023 10:00,17.80907396,218,147,219,2.343748025
1/17/2023 11:00,17.63747333,218,147,219,6.896873075
1/17/2023 12:00,19.06415775,228,202,195,8.537498
1/17/2023 13:00,17.19822371,228,202,195,8.433331333
1/17/2023 14:00,18.16925917,252,210,236,8.596873
1/17/2023 15:00,16.79909192,252,210,236,9.665623
1/17/2023 16:00,16.43363583,252,210,236,10.19062325
1/17/2023 17:00,17.19880933,376,284,309,11.649998
1/17/2023 18:00,19.39740192,376,284,309,14.1937485
1/17/2023 19:00,19.13092367,376,284,309,14.80312325
1/17/2023 20:00,18.72593529,387,341,330,16.9437485
1/17/2023 21:00,15.59876808,387,341,330,17.7124985
1/17/2023 22:00,21.27270692,238,229,202,3.728123125
1/17/2023 23:00,15.55279321,238,229,202,3.131248
1/18/2023 0:00,15.41340471,202,206,194,3.174998
1/18/2023 1:00,12.44407433,202,206,194,3.156248
1/18/2023 2:00,13.11378413,202,206,194,3.134373
1/18/2023 3:00,10.87009513,202,206,194,3.116664667
1/18/2023 4:00,11.78724908,267,284,230,3.109373025
1/18/2023 5:00,12.95653275,267,284,230,3.120831333
1/18/2023 6:00,13.28684867,267,284,230,0
1/18/2023 7:00,15.05497633,267,284,230,3.08124805
1/18/2023 8:00,16.76834433,234,262,240,3.08124805
1/18/2023 9:00,17.86295542,234,262,240,5.262498075
1/18/2023 10:00,19.2811475,189,186,163,6.3124981
1/18/2023 11:00,17.28431679,189,186,163,5.918748
1/18/2023 12:00,17.9294285,196,182,178,5.3249981
1/18/2023 13:00,16.4652615,196,182,178,4.96562315
1/18/2023 14:00,14.30649444,218,143,182,4.918748075
1/18/2023 15:00,16.15515142,218,143,182,5.840623
1/18/2023 16:00,16.78269308,218,143,182,6.381248075
1/18/2023 17:00,17.04360783,316,224,244,6.579164667
1/18/2023 18:00,18.51714475,316,224,244,6.554164667
1/18/2023 19:00,17.61463263,316,224,244,7.046873
1/18/2023 20:00,17.16161942,327,253,312,10.66562325
1/18/2023 21:00,16.85502283,327,253,312,13.259373
1/18/2023 22:00,16.13816679,233,206,188,14.47083133
1/18/2023 23:00,14.19170371,233,206,188,14.49999833
1/19/2023 0:00,14.35627608,218,174,168,14.49166467
1/19/2023 1:00,10.58516815,218,174,168,14.49583133
1/19/2023 2:00,11.40656603,218,174,168,14.499998
1/19/2023 3:00,11.07507842,218,174,168,14.43749833
1/19/2023 4:00,10.91226317,244,277,214,14.41249833
1/19/2023 5:00,11.23730825,244,277,214,14.49999833
1/19/2023 6:00,12.22210642,244,277,214,14.4937485
1/19/2023 7:00,12.25724663,244,277,214,14.54583167
1/19/2023 8:00,18.15959567,275,337,231,14.5718735
1/19/2023 9:00,17.47582967,275,337,231,14.61874825
1/19/2023 10:00,18.37336375,232,226,186,14.059373
1/19/2023 11:00,17.20847258,232,226,186,14.281248
1/19/2023 12:00,14.09565463,225,198,169,14.2812485
1/19/2023 13:00,17.6676355,225,198,169,13.69374825
1/19/2023 14:00,15.84679775,230,191,155,13.73749833
1/19/2023 15:00,15.90009358,230,191,155,14.562498
1/19/2023 16:00,15.92352017,230,191,155,15.06249825
1/19/2023 17:00,15.82922775,354,269,249,15.19583133
1/19/2023 18:00,15.07635332,354,269,249,15.112498
1/19/2023 19:00,18.62988625,354,269,249,15.249998
1/19/2023 20:00,18.11859883,386,309,335,15.4781235
1/19/2023 21:00,17.76134217,386,309,335,15.67812325
1/19/2023 22:00,15.6608485,245,213,237,15.812498
1/19/2023 23:00,14.38848758,245,213,237,15.799998
1/20/2023 0:00,11.62384828,133,180,165,15.88333167
1/20/2023 1:00,11.804819,133,180,165,15.799998
1/20/2023 2:00,11.38811744,133,180,165,15.806248
1/20/2023 3:00,10.97610108,133,180,165,15.849998
1/20/2023 4:00,11.28094048,199,247,232,15.83749833
1/20/2023 5:00,9.910187417,199,247,232,0
1/20/2023 6:00,9.972854008,199,247,232,15.843748
1/20/2023 7:00,13.72141325,199,247,232,15.806248
1/20/2023 8:00,17.63103125,207,282,231,15.656248
1/20/2023 9:00,17.23453475,207,282,231,15.206248
1/20/2023 10:00,18.10015042,197,191,197,14.849998
1/20/2023 11:00,14.93579325,197,191,197,15.0687485
1/20/2023 12:00,17.0863615,208,153,178,14.781248
1/20/2023 13:00,14.7190965,208,153,178,14.65937325
1/20/2023 14:00,16.20259017,202,142,177,14.537498
1/20/2023 15:00,14.58820008,202,142,177,15.159373
1/20/2023 16:00,13.76797371,202,142,177,15.54583133
1/20/2023 17:00,16.14343779,301,282,265,15.76562325
1/20/2023 18:00,19.06503617,301,282,265,10.43749825
1/20/2023 19:00,17.89165292,301,282,265,0.878123
1/20/2023 20:00,17.992095,451,374,437,2.374998
1/20/2023 21:00,15.09509475,451,374,437,2.571873025
1/20/2023 22:00,12.65813535,229,187,207,2.399998
1/20/2023 23:00,13.65581888,229,187,207,2.39374805
1/21/2023 0:00,12.99957921,154,185,183,2.333331367
1/21/2023 1:00,11.55766775,154,185,183,2.220831333
1/21/2023 2:00,10.75179048,154,185,183,2.218748
1/21/2023 3:00,9.68821975,154,185,183,2.256248
1/21/2023 4:00,7.2512606,188,292,257,2.262498
1/21/2023 5:00,9.601833858,188,292,257,2.245831333
1/21/2023 6:00,9.821751742,188,292,257,2.240623
1/21/2023 7:00,10.6340715,188,292,257,2.262498
1/21/2023 8:00,10.58663221,190,180,252,2.074998
1/21/2023 9:00,15.02393592,190,180,252,1.434373
1/21/2023 10:00,18.30191233,199,136,213,1.178123025
1/21/2023 11:00,18.43603,199,136,213,1.678123025
1/21/2023 12:00,17.58154263,302,219,303,1.203123033
1/21/2023 13:00,16.10888383,302,219,303,0.77499801
1/21/2023 14:00,15.85763275,262,190,253,1.024998008
1/21/2023 15:00,12.72197317,262,190,253,2.00937305
1/21/2023 16:00,15.05849028,262,190,253,2.63437305
1/21/2023 17:00,14.63710346,311,297,333,3.037498
1/21/2023 18:00,15.36977233,311,297,333,3.145831333
1/21/2023 19:00,15.7855955,311,297,333,3.20624805
1/21/2023 20:00,13.83474025,341,359,347,3.312498
1/21/2023 21:00,14.35569067,341,359,347,3.295831333
1/21/2023 22:00,14.06109983,207,164,208,3.30312305
1/21/2023 23:00,13.36503558,207,164,208,3.30624805
1/22/2023 0:00,12.51201183,193,143,202,3.320831367
1/22/2023 1:00,10.97053688,193,143,202,3.324998025
1/22/2023 2:00,8.389211017,193,143,202,3.199998033
1/22/2023 3:00,9.89993825,193,143,202,3.193748025
1/22/2023 4:00,9.484993317,231,230,288,3.28437305
1/22/2023 5:00,9.487336125,231,230,288,3.303123
1/22/2023 6:00,9.479722383,231,230,288,3.4541647
1/22/2023 7:00,9.967582858,231,230,288,3.299998025
1/22/2023 8:00,9.201823433,155,203,261,3.059373025
1/22/2023 9:00,14.46520983,155,203,261,2.653123025
1/22/2023 10:00,18.29224925,126,157,174,2.418748
1/22/2023 11:00,18.40616133,126,157,174,2.996873025
1/22/2023 12:00,17.69545475,280,257,281,2.978123
1/22/2023 13:00,15.8807665,280,257,281,3.4812481
1/22/2023 14:00,16.45442717,201,218,224,3.765623125
1/22/2023 15:00,15.12818458,201,218,224,4.181248075
1/22/2023 16:00,15.88603788,201,218,224,4.3374981
1/22/2023 17:00,16.01781283,290,320,341,4.391664667
1/22/2023 18:00,16.02366942,290,320,341,4.374998
1/22/2023 19:00,16.63569087,290,320,341,4.691664667
1/22/2023 20:00,17.189146,316,364,372,4.9249983
1/22/2023 21:00,15.28455775,316,364,372,4.824998
1/22/2023 22:00,14.6666795,204,246,237,4.959373
1/22/2023 23:00,13.13955342,204,246,237,4.9249981
1/23/2023 0:00,9.52657575,133,204,172,4.908331433
1/23/2023 1:00,10.96438742,133,204,172,4.837498
1/23/2023 2:00,10.54739271,133,204,172,4.918748075
1/23/2023 3:00,10.55500638,133,204,172,4.824998
1/23/2023 4:00,10.02058549,150,219,276,4.741664867
1/23/2023 5:00,9.70110475,150,219,276,4.868748
1/23/2023 6:00,7.675576217,150,219,276,4.912498
1/23/2023 7:00,12.1345495,150,219,276,4.829164667
1/23/2023 8:00,16.7999705,142,248,259,4.6249981
1/23/2023 9:00,16.82544683,142,248,259,4.065623125
1/23/2023 10:00,16.76892983,209,182,260,4.045831433
1/23/2023 11:00,15.21134958,209,182,260,4.231248
1/23/2023 12:00,15.61428804,190,199,224,3.765623075
1/23/2023 13:00,16.21693917,190,199,224,3.187498
1/23/2023 14:00,15.13462721,167,201,220,3.362498
1/23/2023 15:00,13.03413358,167,201,220,4.170831433
1/23/2023 16:00,12.02678686,167,201,220,4.5374981
1/23/2023 17:00,13.21334795,234,271,299,4.853123075
1/23/2023 18:00,15.43360975,234,271,299,4.916664767
1/23/2023 19:00,16.82046858,234,271,299,5.154164667
1/23/2023 20:00,16.42631467,323,282,373,5.095831333
1/23/2023 21:00,15.96715258,323,282,373,5.074998
1/23/2023 22:00,13.10822042,233,195,277,5.1374981
1/23/2023 23:00,12.91143629,233,195,277,5.128123075
1/24/2023 0:00,11.76060119,132,143,190,5.115623075
1/24/2023 1:00,10.56671983,132,143,190,5.1124981
1/24/2023 2:00,9.775777008,132,143,190,5.081248
1/24/2023 3:00,10.09642938,132,143,190,5.071873
1/24/2023 4:00,7.140276825,157,218,265,5.0499981
1/24/2023 5:00,9.701983033,157,218,265,5.120831533
1/24/2023 6:00,9.297580167,157,218,265,5.16874815
1/24/2023 7:00,12.22884188,157,218,265,5.109373
1/24/2023 8:00,16.09365617,143,218,267,4.770831433
1/24/2023 9:00,16.14665908,143,218,267,4.1124981
1/24/2023 10:00,14.59727795,200,167,211,3.9041648
1/24/2023 11:00,17.28753783,200,167,211,3.940623
1/24/2023 12:00,15.85646146,221,229,222,4.408331533
1/24/2023 13:00,15.22364838,221,229,222,4.491664767
1/24/2023 14:00,14.88308358,175,190,230,4.579164667
1/24/2023 15:00,13.17908617,175,190,230,4.520831533
1/24/2023 16:00,13.99169871,175,190,230,4.57499815
1/24/2023 17:00,13.8247835,269,296,309,4.931248
1/24/2023 18:00,16.37916879,269,296,309,5.26874815
1/24/2023 19:00,17.07259804,269,296,309,5.304164767
1/24/2023 20:00,17.17772525,299,322,353,5.2624981
1/24/2023 21:00,13.50325267,299,322,353,5.206248075
1/24/2023 22:00,14.67780708,173,188,215,5.095831333
1/24/2023 23:00,12.64730083,173,188,215,5.033331333
1/25/2023 0:00,12.69591121,130,143,184,5.018748
1/25/2023 1:00,11.08386342,130,143,184,5.033331333
1/25/2023 2:00,9.212658417,130,143,184,5.049998
1/25/2023 3:00,8.95467225,130,143,184,5.074998
1/25/2023 4:00,9.044865083,108,278,245,5.120831433
1/25/2023 5:00,9.328913417,108,278,245,5.099998
1/25/2023 6:00,9.797446675,108,278,245,5.120831433
1/25/2023 7:00,11.50027283,108,278,245,5.087498
1/25/2023 8:00,13.6865663,109,268,218,5.10624815
1/25/2023 9:00,16.67346633,109,268,218,4.9874981
1/25/2023 10:00,16.89631258,137,182,200,4.837498
1/25/2023 11:00,15.2277485,137,182,200,4.8374981
1/25/2023 12:00,17.96573975,173,217,187,4.870831433
1/25/2023 13:00,17.28226675,173,217,187,5.124998
1/25/2023 14:00,14.2250867,209,263,251,5.412498075
1/25/2023 15:00,17.0072965,209,263,251,5.479164767
1/25/2023 16:00,14.01893188,209,263,251,15.9937485
1/25/2023 17:00,18.95785933,352,382,398,67.63125
1/25/2023 18:00,20.6425295,352,382,398,76.315625
1/25/2023 19:00,15.30242046,352,382,398,83.121875
1/25/2023 20:00,19.70663425,468,398,449,82.60625
1/25/2023 21:00,19.67325117,468,398,449,71.95625
1/25/2023 22:00,19.04893054,314,261,309,57.4375
1/25/2023 23:00,19.26357725,314,261,309,42.9875
1/26/2023 0:00,19.99917433,316,252,314,13.98437326
1/26/2023 1:00,12.61626037,316,252,314,0.618748
1/26/2023 2:00,11.37991808,316,252,314,0.53749801
1/26/2023 3:00,11.37552546,316,252,314,0.53124801
1/26/2023 4:00,11.0946985,244,318,304,0.474998
1/26/2023 5:00,11.89647604,244,318,304,0.48749802
1/26/2023 6:00,11.29177521,244,318,304,0.479164673
1/26/2023 7:00,14.79728308,244,318,304,0.49166468
1/26/2023 8:00,20.22319233,172,283,250,9.045831333
1/26/2023 9:00,18.09253658,172,283,250,27.49062375
1/26/2023 10:00,20.10752283,218,208,221,30.978124
1/26/2023 11:00,19.24395742,218,208,221,33.93124875
1/26/2023 12:00,19.56021725,203,218,235,14.75937375
1/26/2023 13:00,18.42255983,203,218,235,4.556248025
1/26/2023 14:00,17.00553946,177,174,209,0
1/26/2023 15:00,15.21339925,177,174,209,1.749998
1/26/2023 16:00,15.51501767,177,174,209,1.812498025
1/26/2023 17:00,15.71912258,217,243,253,1.8874981
1/26/2023 18:00,15.66348399,217,243,253,2.14374805
1/26/2023 19:00,19.36021242,217,243,253,2.199998
1/26/2023 20:00,18.72681358,287,299,299,3.190623
1/26/2023 21:00,19.99331758,287,299,299,6.35937315
1/26/2023 22:00,16.408745,247,268,257,6.859373
1/26/2023 23:00,13.13076883,247,268,257,6.92187315
1/27/2023 0:00,14.827152,157,204,191,6.9249981
1/27/2023 1:00,12.38345792,157,204,191,6.866664667
1/27/2023 2:00,11.88622658,157,204,191,6.929164767
1/27/2023 3:00,12.04992075,157,204,191,6.9249983
1/27/2023 4:00,11.86543558,148,261,267,6.916664767
1/27/2023 5:00,10.00565104,148,261,267,6.881248
1/27/2023 6:00,11.35356296,148,261,267,6.829164667
1/27/2023 7:00,13.50735233,148,261,267,6.837498
1/27/2023 8:00,18.65741217,126,282,266,6.954164667
1/27/2023 9:00,17.6272245,126,282,266,6.88124815
1/27/2023 10:00,16.65531054,207,225,213,6.893748
1/27/2023 11:00,16.44974158,207,225,213,6.845831433
1/27/2023 12:00,17.42370525,177,154,198,6.758331433
1/27/2023 13:00,15.921763,177,154,198,6.649998075
1/27/2023 14:00,14.48102308,164,158,171,6.762498
1/27/2023 15:00,13.93869571,164,158,171,6.904164767
1/27/2023 16:00,12.70381754,164,158,171,6.965623
1/27/2023 17:00,17.85534167,294,286,323,7.012498
1/27/2023 18:00,17.16015533,294,286,323,7.241664767
1/27/2023 19:00,17.88813925,294,286,323,7.737498233
1/27/2023 20:00,16.67405208,430,382,459,7.912498133
1/27/2023 21:00,16.67024517,430,382,459,8.106248
1/27/2023 22:00,14.29068158,267,277,258,8.190623
1/27/2023 23:00,14.42743442,267,277,258,8.179164667
1/28/2023 0:00,14.19756042,231,230,271,8.318748
1/28/2023 1:00,13.16122342,231,230,271,8.231248
1/28/2023 2:00,11.15853592,231,230,271,8.131248
1/28/2023 3:00,10.54417146,231,230,271,8.024998
1/28/2023 4:00,10.3614435,241,357,325,8.024998
1/28/2023 5:00,11.16527129,241,357,325,8.056248
1/28/2023 6:00,10.15118933,241,357,325,8.056248
1/28/2023 7:00,12.30410017,241,357,325,8.106248
1/28/2023 8:00,14.27545408,242,305,299,8.059373075
1/28/2023 9:00,16.35662058,242,305,299,7.42499815
1/28/2023 10:00,18.75873242,211,251,244,8.140623
1/28/2023 11:00,18.76312492,211,251,244,8.993748
1/28/2023 12:00,18.03601992,266,251,262,9.137498
1/28/2023 13:00,17.55401617,266,251,262,9.749998
1/28/2023 14:00,14.56535908,268,212,264,9.846873
1/28/2023 15:00,15.85206883,268,212,264,10.129165
1/28/2023 16:00,14.62948992,268,212,264,10.26666467
1/28/2023 17:00,16.2813625,337,341,380,10.324998
1/28/2023 18:00,16.29483292,337,341,380,10.499998
1/28/2023 19:00,17.09748925,337,341,380,10.537498
1/28/2023 20:00,13.87368668,381,348,393,10.587498
1/28/2023 21:00,16.05617375,381,348,393,10.62499833
1/28/2023 22:00,13.31232533,187,173,210,10.61249833
1/28/2023 23:00,14.68600638,187,173,210,10.603123
1/29/2023 0:00,12.44553854,164,230,196,10.64166467
1/29/2023 1:00,12.10175225,164,230,196,10.64583133
1/29/2023 2:00,9.431990583,164,230,196,10.674998
1/29/2023 3:00,11.43174958,164,230,196,10.76249825
1/29/2023 4:00,10.01912162,204,303,287,10.6624985
1/29/2023 5:00,11.17522738,204,303,287,10.693748
1/29/2023 6:00,10.269201,204,303,287,10.66249833
1/29/2023 7:00,10.75296183,204,303,287,10.66249833
